person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,income_group,loan_income_ratio,emp_category
26,165000,MORTGAGE,10.0,EDUCATION,C,20000,13.22,0,0.12,Y,4,High Income,0.121212121212121,Experienced
24,15996,OWN,8.0,EDUCATION,A,4000,8.0,1,0.25,N,2,Low Income,0.250062515628907,Experienced
23,77000,RENT,2.0,DEBTCONSOLIDATION,B,16000,11.14,0,0.21,N,3,High Income,0.207792207792208,Mid
22,165500,MORTGAGE,6.0,EDUCATION,C,12000,12.99,0,0.07,Y,3,High Income,0.0725075528700906,Experienced
24,79500,RENT,8.0,HOMEIMPROVEMENT,B,16000,11.14,0,0.2,N,4,High Income,0.20125786163522,Experienced
23,165996,MORTGAGE,8.0,VENTURE,A,10000,,0,0.06,N,4,High Income,0.0602424154798911,Experienced
22,166000,MORTGAGE,1.0,EDUCATION,B,23450,11.36,0,0.14,N,3,High Income,0.141265060240964,New
23,80000,RENT,6.0,EDUCATION,A,16000,,0,0.2,N,2,High Income,0.2,Experienced
23,167300,MORTGAGE,1.0,EDUCATION,B,20000,12.21,0,0.12,N,2,High Income,0.119545726240287,New
23,168000,MORTGAGE,6.0,PERSONAL,B,15750,10.75,0,0.09,N,2,High Income,0.09375,Experienced
25,80000,RENT,0.0,DEBTCONSOLIDATION,B,16000,9.88,0,0.2,N,3,High Income,0.2,New
23,80000,RENT,2.0,MEDICAL,C,16000,13.85,0,0.2,N,3,High Income,0.2,Mid
24,170000,MORTGAGE,8.0,EDUCATION,B,5000,11.71,0,0.03,N,3,High Income,0.0294117647058824,Experienced
23,62900,RENT,1.0,MEDICAL,E,16000,16.35,1,0.22,N,4,Medium Income,0.254372019077901,New
25,80500,RENT,3.0,PERSONAL,E,16000,16.45,0,0.2,Y,4,High Income,0.198757763975155,Mid
26,170000,MORTGAGE,0.0,HOMEIMPROVEMENT,B,20000,10.37,0,0.12,N,3,High Income,0.117647058823529,New
25,170000,MORTGAGE,0.0,EDUCATION,A,3850,6.17,0,0.02,N,4,High Income,0.0226470588235294,New
26,81000,RENT,7.0,HOMEIMPROVEMENT,C,16000,13.85,0,0.2,Y,2,High Income,0.197530864197531,Experienced
25,83000,RENT,2.0,DEBTCONSOLIDATION,B,16000,10.99,0,0.19,N,2,High Income,0.192771084337349,Mid
23,85000,RENT,2.0,PERSONAL,C,16000,14.27,0,0.19,N,2,High Income,0.188235294117647,Mid
25,170000,MORTGAGE,9.0,MEDICAL,B,25000,10.75,0,0.15,N,2,High Income,0.147058823529412,Experienced
23,85000,RENT,4.0,VENTURE,A,16000,6.03,0,0.19,N,3,High Income,0.188235294117647,Mid
24,85000,RENT,1.0,VENTURE,B,16000,11.99,0,0.19,N,3,High Income,0.188235294117647,New
24,85000,RENT,0.0,EDUCATION,A,16000,6.91,0,0.19,N,2,High Income,0.188235294117647,New
24,134300,MORTGAGE,2.0,MEDICAL,E,12000,16.45,1,0.08,N,2,High Income,0.0893521965748325,Mid
21,15300,OWN,5.0,MEDICAL,A,2500,6.03,1,0.16,N,2,Low Income,0.163398692810458,Mid
26,172000,MORTGAGE,7.0,VENTURE,A,12000,,0,0.07,N,2,High Income,0.0697674418604651,Experienced
24,172000,MORTGAGE,5.0,EDUCATION,B,15000,10.37,0,0.09,N,4,High Income,0.0872093023255814,Mid
25,172000,MORTGAGE,9.0,EDUCATION,B,12000,11.86,0,0.07,N,4,High Income,0.0697674418604651,Experienced
25,86000,RENT,9.0,EDUCATION,D,16000,16.29,0,0.19,Y,2,High Income,0.186046511627907,Experienced
26,173000,MORTGAGE,0.0,PERSONAL,A,10000,8.07,0,0.06,N,4,High Income,0.0578034682080925,New
26,175000,MORTGAGE,7.0,DEBTCONSOLIDATION,B,30000,,0,0.17,N,2,High Income,0.171428571428571,Experienced
23,89100,RENT,7.0,PERSONAL,C,16000,13.92,0,0.18,Y,4,High Income,0.179573512906846,Experienced
25,175000,MORTGAGE,9.0,PERSONAL,B,7550,11.49,0,0.04,N,4,High Income,0.0431428571428571,Experienced
23,175000,MORTGAGE,5.0,EDUCATION,D,35000,,0,0.2,N,3,High Income,0.2,Mid
24,175000,MORTGAGE,9.0,EDUCATION,A,10000,5.42,0,0.06,N,3,High Income,0.0571428571428571,Experienced
26,175000,MORTGAGE,0.0,EDUCATION,D,7500,15.21,0,0.04,N,3,High Income,0.0428571428571429,New
26,175000,MORTGAGE,0.0,PERSONAL,C,15000,,0,0.09,N,3,High Income,0.0857142857142857,New
25,15000,OWN,9.0,VENTURE,A,2000,6.91,0,0.13,N,3,Low Income,0.133333333333333,Experienced
24,90000,RENT,7.0,EDUCATION,B,16000,12.18,0,0.18,N,2,High Income,0.177777777777778,Experienced
26,175000,MORTGAGE,2.0,DEBTCONSOLIDATION,A,3000,8.94,0,0.02,N,3,High Income,0.0171428571428571,Mid
24,175000,OWN,3.0,VENTURE,B,8000,11.14,0,0.05,N,4,High Income,0.0457142857142857,Mid
23,91000,RENT,2.0,EDUCATION,C,16000,14.22,0,0.18,Y,3,High Income,0.175824175824176,Mid
24,79200,RENT,3.0,EDUCATION,D,16000,12.67,1,0.2,Y,2,High Income,0.202020202020202,Mid
26,93000,RENT,10.0,DEBTCONSOLIDATION,B,16000,11.11,0,0.17,N,4,High Income,0.172043010752688,Experienced
24,94000,RENT,8.0,HOMEIMPROVEMENT,B,16000,11.89,0,0.17,N,3,High Income,0.170212765957447,Experienced
24,175500,MORTGAGE,4.0,EDUCATION,B,15000,12.18,0,0.09,N,3,High Income,0.0854700854700855,Mid
24,176004,MORTGAGE,2.0,DEBTCONSOLIDATION,B,3200,10.0,0,0.02,N,4,High Income,0.0181814049680689,Mid
25,177160,MORTGAGE,2.0,VENTURE,B,24000,11.11,0,0.14,N,4,High Income,0.135470760894107,Mid
25,178364,MORTGAGE,9.0,PERSONAL,E,8000,15.68,0,0.04,Y,2,High Income,0.0448521001995918,Experienced
22,179000,MORTGAGE,2.0,VENTURE,B,25000,10.99,0,0.14,N,4,High Income,0.139664804469274,Mid
22,83000,RENT,2.0,PERSONAL,D,16000,,1,0.19,N,3,High Income,0.192771084337349,Mid
25,180000,MORTGAGE,9.0,HOMEIMPROVEMENT,B,6000,12.42,0,0.03,N,4,High Income,0.0333333333333333,Experienced
26,71400,RENT,10.0,MEDICAL,D,16000,,1,0.19,Y,4,High Income,0.224089635854342,Experienced
24,96000,RENT,2.0,MEDICAL,B,16000,11.99,0,0.17,N,3,High Income,0.166666666666667,Mid
25,180000,MORTGAGE,9.0,HOMEIMPROVEMENT,B,14400,,0,0.08,N,2,High Income,0.08,Experienced
26,97188,RENT,7.0,VENTURE,D,16000,12.8,0,0.16,N,3,High Income,0.164629378112524,Experienced
24,142800,MORTGAGE,8.0,MEDICAL,D,25000,14.84,1,0.15,Y,2,High Income,0.175070028011204,Experienced
26,88000,RENT,0.0,VENTURE,E,16000,17.88,1,0.18,Y,4,High Income,0.181818181818182,New
24,168000,MORTGAGE,0.0,PERSONAL,E,25000,16.45,1,0.15,N,3,High Income,0.148809523809524,New
26,180000,MORTGAGE,9.0,VENTURE,C,9700,13.85,0,0.05,N,4,High Income,0.0538888888888889,Experienced
21,180000,MORTGAGE,0.0,EDUCATION,A,5000,8.07,0,0.03,N,3,High Income,0.0277777777777778,New
23,180000,MORTGAGE,2.0,VENTURE,B,5000,9.33,0,0.03,N,4,High Income,0.0277777777777778,Mid
25,180488,MORTGAGE,9.0,HOMEIMPROVEMENT,C,24000,12.87,0,0.13,N,2,High Income,0.132972829218563,Experienced
23,168952,MORTGAGE,5.0,HOMEIMPROVEMENT,A,12500,8.94,1,0.07,N,2,High Income,0.0739855106775889,Mid
25,181408,MORTGAGE,2.0,MEDICAL,B,14500,8.88,0,0.08,N,2,High Income,0.0799303228082554,Mid
26,182000,MORTGAGE,10.0,MEDICAL,B,24000,,0,0.13,N,4,High Income,0.131868131868132,Experienced
24,100000,RENT,5.0,HOMEIMPROVEMENT,B,16000,11.12,0,0.16,N,3,High Income,0.16,Mid
24,185000,MORTGAGE,8.0,PERSONAL,A,10000,6.92,0,0.05,N,3,High Income,0.0540540540540541,Experienced
25,185000,MORTGAGE,3.0,EDUCATION,A,12000,5.79,0,0.06,N,3,High Income,0.0648648648648649,Mid
26,185000,MORTGAGE,10.0,HOMEIMPROVEMENT,B,6000,11.12,0,0.03,N,4,High Income,0.0324324324324324,Experienced
24,185000,MORTGAGE,6.0,MEDICAL,A,3000,7.88,0,0.02,N,2,High Income,0.0162162162162162,Experienced
20,188004,MORTGAGE,4.0,EDUCATION,A,2000,8.59,0,0.01,N,4,High Income,0.010638071530393,Mid
24,189000,MORTGAGE,4.0,EDUCATION,A,5000,9.32,0,0.03,N,2,High Income,0.0264550264550265,Mid
25,190000,MORTGAGE,6.0,HOMEIMPROVEMENT,A,24000,7.49,0,0.13,N,3,High Income,0.126315789473684,Experienced
24,190000,OWN,4.0,PERSONAL,C,24000,15.62,0,0.13,Y,3,High Income,0.126315789473684,Mid
24,190000,MORTGAGE,6.0,PERSONAL,A,5000,5.42,0,0.03,N,2,High Income,0.0263157894736842,Experienced
26,190000,OWN,10.0,PERSONAL,B,25000,9.25,0,0.13,N,2,High Income,0.131578947368421,Experienced
24,193000,MORTGAGE,8.0,PERSONAL,C,10000,13.06,0,0.05,Y,4,High Income,0.0518134715025907,Experienced
24,195000,MORTGAGE,4.0,MEDICAL,A,5000,8.9,0,0.03,N,3,High Income,0.0256410256410256,Mid
23,195000,MORTGAGE,0.0,EDUCATION,B,20000,9.63,0,0.1,N,3,High Income,0.102564102564103,New
25,195054,MORTGAGE,9.0,HOMEIMPROVEMENT,B,10000,10.59,0,0.05,N,2,High Income,0.051267854030166,Experienced
24,98004,RENT,0.0,DEBTCONSOLIDATION,D,16000,16.32,1,0.16,N,2,High Income,0.163258642504388,New
26,198000,MORTGAGE,8.0,DEBTCONSOLIDATION,A,12000,5.99,0,0.06,N,4,High Income,0.0606060606060606,Experienced
22,198000,MORTGAGE,6.0,DEBTCONSOLIDATION,C,24250,14.22,0,0.12,N,3,High Income,0.122474747474747,Experienced
23,14400,OWN,7.0,DEBTCONSOLIDATION,C,3000,14.72,1,0.21,Y,2,Low Income,0.208333333333333,Experienced
25,199000,MORTGAGE,4.0,PERSONAL,B,15000,9.99,0,0.08,N,2,High Income,0.0753768844221105,Mid
26,200000,MORTGAGE,10.0,HOMEIMPROVEMENT,B,12000,11.71,0,0.06,N,2,High Income,0.06,Experienced
23,200000,MORTGAGE,7.0,VENTURE,B,21000,12.69,0,0.1,N,2,High Income,0.105,Experienced
26,159800,MORTGAGE,6.0,MEDICAL,D,30000,17.58,1,0.16,Y,3,High Income,0.187734668335419,Experienced
24,112500,RENT,1.0,PERSONAL,C,16000,12.29,0,0.14,N,3,High Income,0.142222222222222,New
24,113000,RENT,3.0,VENTURE,B,16000,11.99,0,0.14,N,2,High Income,0.141592920353982,Mid
21,159800,MORTGAGE,5.0,MEDICAL,D,30000,15.62,1,0.16,N,2,High Income,0.187734668335419,Mid
24,200000,MORTGAGE,0.0,VENTURE,B,18000,9.99,0,0.09,N,3,High Income,0.09,New
25,200000,MORTGAGE,3.0,VENTURE,E,35000,17.14,0,0.17,Y,3,High Income,0.175,Mid
25,119000,RENT,4.0,EDUCATION,A,16000,,0,0.13,N,2,High Income,0.134453781512605,Mid
24,200000,MORTGAGE,0.0,DEBTCONSOLIDATION,A,3025,6.17,0,0.02,N,3,High Income,0.015125,New
25,200000,OWN,0.0,HOMEIMPROVEMENT,D,24000,14.96,0,0.12,Y,3,High Income,0.12,New
25,200000,OWN,0.0,VENTURE,B,24000,12.18,0,0.12,N,4,High Income,0.12,New
25,188000,MORTGAGE,9.0,HOMEIMPROVEMENT,D,25000,13.24,1,0.13,Y,4,High Income,0.132978723404255,Experienced
24,120000,RENT,8.0,VENTURE,B,16000,12.18,0,0.13,N,4,High Income,0.133333333333333,Experienced
22,125000,RENT,3.0,DEBTCONSOLIDATION,A,16000,7.9,0,0.13,N,2,High Income,0.128,Mid
23,200000,MORTGAGE,0.0,PERSONAL,A,5000,7.43,0,0.03,N,4,High Income,0.025,New
24,135000,RENT,3.0,EDUCATION,E,16000,16.69,0,0.12,N,2,High Income,0.118518518518519,Mid
26,200100,MORTGAGE,10.0,PERSONAL,B,30000,11.71,0,0.15,N,4,High Income,0.149925037481259,Experienced
24,135000,RENT,8.0,VENTURE,B,16000,10.62,0,0.12,N,2,High Income,0.118518518518519,Experienced
25,201000,MORTGAGE,9.0,DEBTCONSOLIDATION,A,14000,7.66,0,0.07,N,4,High Income,0.0696517412935323,Experienced
26,204000,MORTGAGE,10.0,MEDICAL,C,15250,14.35,0,0.07,N,3,High Income,0.0747549019607843,Experienced
24,205000,MORTGAGE,8.0,EDUCATION,C,35000,13.99,0,0.17,N,2,High Income,0.170731707317073,Experienced
24,205000,MORTGAGE,2.0,MEDICAL,B,11000,10.99,0,0.05,N,4,High Income,0.0536585365853659,Mid
24,205000,MORTGAGE,5.0,DEBTCONSOLIDATION,B,10000,9.63,0,0.05,N,4,High Income,0.0487804878048781,Mid
23,139992,RENT,3.0,VENTURE,E,16000,14.18,0,0.11,Y,3,High Income,0.114292245271158,Mid
23,143000,RENT,2.0,MEDICAL,A,16000,6.03,0,0.11,N,2,High Income,0.111888111888112,Mid
25,210000,MORTGAGE,9.0,HOMEIMPROVEMENT,B,8000,9.91,0,0.04,N,4,High Income,0.0380952380952381,Experienced
25,170850,MORTGAGE,9.0,MEDICAL,F,6500,15.01,1,0.03,N,2,High Income,0.0380450687737782,Experienced
25,220000,MORTGAGE,5.0,VENTURE,B,25000,10.75,0,0.11,N,2,High Income,0.113636363636364,Mid
26,220836,MORTGAGE,10.0,VENTURE,B,9000,11.26,0,0.04,N,3,High Income,0.0407542248546433,Experienced
24,35000,RENT,8.0,DEBTCONSOLIDATION,B,19000,11.36,1,0.54,N,2,Medium Income,0.542857142857143,Experienced
25,225000,MORTGAGE,9.0,HOMEIMPROVEMENT,B,21000,11.11,0,0.09,N,3,High Income,0.0933333333333333,Experienced
26,30000,RENT,5.0,DEBTCONSOLIDATION,A,19075,7.49,1,0.64,N,3,Medium Income,0.635833333333333,Mid
26,216000,MORTGAGE,6.0,DEBTCONSOLIDATION,C,15000,13.98,1,0.07,Y,3,High Income,0.0694444444444444,Experienced
21,90200,RENT,2.0,PERSONAL,C,19125,13.92,0,0.21,N,4,High Income,0.212028824833703,Mid
22,47000,RENT,6.0,DEBTCONSOLIDATION,C,19200,12.29,1,0.41,Y,4,Medium Income,0.408510638297872,Experienced
23,55000,RENT,3.0,EDUCATION,D,19200,15.21,1,0.35,N,4,Medium Income,0.349090909090909,Mid
22,75000,RENT,1.0,VENTURE,A,19200,,0,0.26,N,2,High Income,0.256,New
25,77000,RENT,9.0,VENTURE,B,19200,,0,0.25,N,3,High Income,0.249350649350649,Experienced
25,241875,MORTGAGE,4.0,EDUCATION,A,16000,7.05,0,0.07,N,4,High Income,0.0661498708010336,Mid
24,243600,MORTGAGE,6.0,MEDICAL,A,12000,6.03,0,0.05,N,3,High Income,0.0492610837438424,Experienced
26,201450,MORTGAGE,2.0,MEDICAL,E,8000,16.95,1,0.03,N,4,High Income,0.0397120873665922,Mid
21,249996,MORTGAGE,5.0,PERSONAL,A,5000,8.59,0,0.02,N,3,High Income,0.0200003200051201,Mid
26,250000,MORTGAGE,10.0,EDUCATION,A,15000,7.49,0,0.06,N,2,High Income,0.06,Experienced
26,12000,OWN,6.0,EDUCATION,B,2500,9.99,1,0.21,N,3,Low Income,0.208333333333333,Experienced
26,250000,MORTGAGE,11.0,HOMEIMPROVEMENT,B,9000,9.99,0,0.04,N,2,High Income,0.036,Experienced
25,250000,MORTGAGE,4.0,EDUCATION,A,10575,6.99,0,0.04,N,2,High Income,0.0423,Mid
23,250000,MORTGAGE,7.0,EDUCATION,B,8800,10.0,0,0.04,N,2,High Income,0.0352,Experienced
24,238000,MORTGAGE,2.0,DEBTCONSOLIDATION,A,7000,7.66,1,0.03,N,2,High Income,0.0294117647058824,Mid
26,238000,MORTGAGE,2.0,EDUCATION,B,25000,9.25,1,0.11,N,4,High Income,0.105042016806723,Mid
25,253000,MORTGAGE,5.0,HOMEIMPROVEMENT,F,25000,17.26,1,0.1,N,4,High Income,0.0988142292490119,Mid
24,125000,RENT,9.0,HOMEIMPROVEMENT,B,19200,10.99,0,0.15,N,3,High Income,0.1536,Experienced
23,294000,MORTGAGE,6.0,EDUCATION,A,15000,8.9,0,0.05,N,4,High Income,0.0510204081632653,Experienced
26,244800,MORTGAGE,11.0,MEDICAL,D,12000,16.29,1,0.04,Y,4,High Income,0.0490196078431373,Experienced
22,126500,RENT,1.0,DEBTCONSOLIDATION,C,19200,13.79,0,0.15,N,4,High Income,0.151778656126482,New
24,300000,MORTGAGE,8.0,DEBTCONSOLIDATION,B,35000,9.99,0,0.12,N,3,High Income,0.116666666666667,Experienced
23,300000,MORTGAGE,5.0,EDUCATION,D,10000,15.65,0,0.03,Y,2,High Income,0.0333333333333333,Mid
25,12000,OWN,9.0,EDUCATION,C,4500,13.16,1,0.38,Y,4,Low Income,0.375,Experienced
23,50000,RENT,0.0,EDUCATION,B,19400,12.69,1,0.39,N,2,Medium Income,0.388,New
26,315000,MORTGAGE,10.0,DEBTCONSOLIDATION,C,12000,13.47,0,0.04,N,3,High Income,0.0380952380952381,Experienced
24,330000,MORTGAGE,5.0,PERSONAL,B,3500,10.36,0,0.01,N,4,High Income,0.0106060606060606,Mid
21,55438,RENT,4.0,VENTURE,C,19400,13.49,1,0.35,N,2,Medium Income,0.349940474043075,Mid
25,365000,MORTGAGE,7.0,VENTURE,B,35000,10.65,0,0.1,N,2,High Income,0.0958904109589041,Experienced
25,370000,MORTGAGE,5.0,DEBTCONSOLIDATION,C,15000,12.99,0,0.04,Y,2,High Income,0.0405405405405405,Mid
24,375000,MORTGAGE,9.0,DEBTCONSOLIDATION,C,20000,11.41,0,0.05,N,3,High Income,0.0533333333333333,Experienced
23,70000,RENT,3.0,PERSONAL,B,19425,11.11,0,0.28,N,3,Medium Income,0.2775,Mid
24,425000,MORTGAGE,8.0,EDUCATION,A,10000,7.88,0,0.02,N,2,High Income,0.0235294117647059,Experienced
24,90000,RENT,1.0,HOMEIMPROVEMENT,B,19500,9.76,0,0.22,N,2,High Income,0.216666666666667,New
21,10560,OWN,5.0,VENTURE,B,1000,10.36,0,0.09,N,4,Low Income,0.0946969696969697,Mid
25,450000,MORTGAGE,9.0,DEBTCONSOLIDATION,B,35000,11.11,0,0.08,N,4,High Income,0.0777777777777778,Experienced
26,480000,MORTGAGE,2.0,EDUCATION,E,25000,14.38,0,0.05,N,3,High Income,0.0520833333333333,Mid
22,118000,RENT,0.0,PERSONAL,D,19550,15.62,1,0.17,Y,4,High Income,0.165677966101695,New
23,45000,RENT,8.0,EDUCATION,B,19600,9.91,1,0.44,N,2,Medium Income,0.435555555555556,Experienced
24,53295,RENT,3.0,MEDICAL,D,19600,16.07,1,0.31,N,3,Medium Income,0.367764330612628,Mid
22,75000,RENT,2.0,EDUCATION,B,19600,12.42,0,0.26,N,3,High Income,0.261333333333333,Mid
24,45295,RENT,8.0,DEBTCONSOLIDATION,D,19650,15.37,1,0.43,Y,2,Medium Income,0.433822717739265,Experienced
23,30000,RENT,6.0,VENTURE,B,19750,11.14,1,0.66,N,4,Medium Income,0.658333333333333,Experienced
23,38000,RENT,3.0,PERSONAL,A,19750,7.51,1,0.52,N,4,Medium Income,0.519736842105263,Mid
21,9600,OWN,0.0,VENTURE,B,1200,10.99,0,0.13,N,4,Low Income,0.125,New
21,9600,RENT,4.0,HOMEIMPROVEMENT,D,2000,15.99,1,0.21,N,3,Low Income,0.208333333333333,Mid
25,9600,RENT,4.0,MEDICAL,D,2100,15.99,1,0.22,N,2,Low Income,0.21875,Mid
24,9600,RENT,5.0,PERSONAL,A,1000,8.49,1,0.1,N,4,Low Income,0.104166666666667,Mid
25,9600,RENT,,MEDICAL,C,1200,15.23,0,0.13,N,2,Low Income,0.125,Experienced
26,9600,RENT,4.0,VENTURE,D,2950,17.49,1,0.31,Y,2,Low Income,0.307291666666667,Mid
22,9600,RENT,0.0,VENTURE,A,1500,7.29,1,0.16,N,2,Low Income,0.15625,New
21,9600,RENT,,MEDICAL,B,2375,10.0,1,0.25,N,3,Low Income,0.247395833333333,Experienced
22,9600,RENT,,EDUCATION,B,1200,10.37,0,0.13,N,2,Low Income,0.125,Experienced
24,9600,OWN,2.0,VENTURE,A,3200,7.88,1,0.33,N,2,Low Income,0.333333333333333,Mid
23,9600,RENT,0.0,VENTURE,A,4000,7.14,1,0.42,N,4,Low Income,0.416666666666667,New
23,9600,RENT,3.0,DEBTCONSOLIDATION,B,2100,10.62,1,0.22,N,3,Low Income,0.21875,Mid
25,47000,RENT,9.0,HOMEIMPROVEMENT,D,19750,15.7,1,0.42,N,4,Medium Income,0.420212765957447,Experienced
23,9192,RENT,,PERSONAL,A,1750,7.51,1,0.19,N,3,Low Income,0.190382941688425,Experienced
21,9000,RENT,4.0,HOMEIMPROVEMENT,C,3000,15.23,1,0.33,N,4,Low Income,0.333333333333333,Mid
23,9000,OWN,4.0,HOMEIMPROVEMENT,C,2000,13.35,1,0.22,N,2,Low Income,0.222222222222222,Mid
23,8628,OWN,,EDUCATION,A,1400,,1,0.16,N,2,Low Income,0.162262401483542,Experienced
23,8400,RENT,,EDUCATION,B,2000,10.65,1,0.24,N,2,Low Income,0.238095238095238,Experienced
24,8400,RENT,,EDUCATION,C,1500,13.99,1,0.18,Y,2,Low Income,0.178571428571429,Experienced
26,8400,RENT,,EDUCATION,A,3500,7.29,1,0.42,N,3,Low Income,0.416666666666667,Experienced
22,8280,RENT,,MEDICAL,B,2400,9.91,1,0.29,N,2,Low Income,0.289855072463768,Experienced
21,8088,RENT,,MEDICAL,C,1200,15.23,0,0.15,Y,2,Low Income,0.148367952522255,Experienced
23,8088,RENT,,MEDICAL,B,1000,10.0,0,0.12,N,4,Low Income,0.123639960435213,Experienced
21,8004,RENT,4.0,MEDICAL,A,3000,7.88,1,0.37,N,2,Low Income,0.374812593703148,Mid
22,8000,RENT,,MEDICAL,A,2100,7.51,1,0.26,N,2,Low Income,0.2625,Experienced
21,8000,RENT,1.0,DEBTCONSOLIDATION,A,2800,7.4,1,0.35,N,2,Low Income,0.35,New
23,8000,RENT,0.0,EDUCATION,A,3250,,1,0.41,N,4,Low Income,0.40625,New
22,8000,RENT,0.0,VENTURE,A,5400,7.75,1,0.68,N,4,Low Income,0.675,New
26,7904,MORTGAGE,0.0,HOMEIMPROVEMENT,B,500,10.71,0,0.06,N,3,Low Income,0.0632591093117409,New
24,7800,RENT,1.0,EDUCATION,B,1000,11.36,0,0.13,N,4,Low Income,0.128205128205128,New
24,7500,RENT,0.0,HOMEIMPROVEMENT,C,1200,13.48,1,0.16,N,4,Low Income,0.16,New
21,7200,RENT,0.0,VENTURE,C,2500,13.11,1,0.35,N,3,Low Income,0.347222222222222,New
24,7000,RENT,2.0,MEDICAL,C,1000,,0,0.14,N,2,Low Income,0.142857142857143,Mid
24,6000,RENT,0.0,PERSONAL,A,1050,,1,0.17,N,2,Low Income,0.175,New
21,6000,OWN,1.0,PERSONAL,D,1600,14.61,1,0.27,Y,3,Low Income,0.266666666666667,New
26,5500,RENT,0.0,EDUCATION,A,1000,9.63,1,0.18,N,3,Low Income,0.181818181818182,New
25,5000,RENT,0.0,VENTURE,B,1000,9.64,1,0.2,N,4,Low Income,0.2,New
22,4800,RENT,1.0,PERSONAL,D,1800,14.84,1,0.38,Y,2,Low Income,0.375,New
22,4800,RENT,0.0,MEDICAL,C,1200,14.26,1,0.25,Y,2,Low Income,0.25,New
24,4800,RENT,0.0,VENTURE,E,2400,16.0,1,0.5,Y,4,Low Income,0.5,New
21,4200,RENT,3.0,PERSONAL,E,2750,16.95,1,0.65,N,3,Low Income,0.654761904761905,Mid
21,4080,RENT,0.0,EDUCATION,B,1400,11.86,1,0.34,N,4,Low Income,0.343137254901961,New
24,21600,RENT,0.0,DEBTCONSOLIDATION,C,6600,12.68,1,0.31,N,4,Low Income,0.305555555555556,New
23,21600,OWN,0.0,VENTURE,B,4400,12.53,0,0.2,N,3,Low Income,0.203703703703704,New
26,56100,MORTGAGE,10.0,MEDICAL,D,16000,,1,0.24,Y,2,Medium Income,0.285204991087344,Experienced
24,55000,MORTGAGE,8.0,MEDICAL,A,1800,7.49,0,0.03,N,3,Medium Income,0.0327272727272727,Experienced
26,139992,MORTGAGE,0.0,EDUCATION,B,14400,,0,0.1,N,4,High Income,0.102863020744043,New
23,141000,MORTGAGE,1.0,VENTURE,B,15000,,0,0.11,N,3,High Income,0.106382978723404,New
21,30000,RENT,5.0,EDUCATION,A,12000,5.79,1,0.4,N,2,Medium Income,0.4,Mid
22,75000,RENT,0.0,PERSONAL,A,8000,5.99,0,0.11,N,2,High Income,0.106666666666667,New
25,80208,MORTGAGE,1.0,MEDICAL,A,4000,5.42,0,0.05,N,3,High Income,0.049870337123479,New
26,53000,MORTGAGE,3.0,VENTURE,A,2800,6.03,0,0.05,N,3,Medium Income,0.0528301886792453,Mid
23,42000,RENT,5.0,VENTURE,B,6000,9.99,0,0.14,N,4,Medium Income,0.142857142857143,Mid
24,69996,RENT,3.0,HOMEIMPROVEMENT,B,2500,12.53,0,0.04,N,4,Medium Income,0.035716326647237,Mid
23,36000,RENT,2.0,DEBTCONSOLIDATION,D,16750,15.28,1,0.47,Y,4,Medium Income,0.465277777777778,Mid
25,65004,RENT,1.0,PERSONAL,C,4800,13.49,0,0.07,Y,4,Medium Income,0.0738416097470925,New
26,15436,RENT,,HOMEIMPROVEMENT,A,5500,7.88,1,0.36,N,3,Low Income,0.356309924850998,Experienced
22,72000,OWN,6.0,EDUCATION,B,16000,10.37,0,0.22,N,2,High Income,0.222222222222222,Experienced
24,130000,RENT,7.0,MEDICAL,B,24000,11.49,0,0.18,N,3,High Income,0.184615384615385,Experienced
22,70000,RENT,4.0,EDUCATION,A,7550,7.51,0,0.11,N,3,Medium Income,0.107857142857143,Mid
24,70000,OTHER,4.0,PERSONAL,A,9000,9.63,0,0.13,N,4,Medium Income,0.128571428571429,Mid
25,60000,RENT,3.0,VENTURE,C,3000,13.47,1,0.05,Y,3,Medium Income,0.05,Mid
23,50400,RENT,3.0,EDUCATION,B,5000,10.38,0,0.1,N,2,Medium Income,0.0992063492063492,Mid
23,75000,RENT,7.0,VENTURE,C,18000,12.73,0,0.24,N,2,High Income,0.24,Experienced
25,85000,MORTGAGE,9.0,MEDICAL,A,4000,7.88,0,0.05,N,3,High Income,0.0470588235294118,Experienced
23,98280,MORTGAGE,7.0,PERSONAL,A,9400,6.62,0,0.1,N,3,High Income,0.0956450956450956,Experienced
23,90000,MORTGAGE,7.0,EDUCATION,B,8000,10.36,0,0.09,N,3,High Income,0.0888888888888889,Experienced
22,53808,MORTGAGE,5.0,VENTURE,A,6000,8.9,0,0.11,N,2,Medium Income,0.111507582515611,Mid
23,81600,MORTGAGE,7.0,VENTURE,A,9000,7.49,0,0.11,N,3,High Income,0.110294117647059,Experienced
23,30000,RENT,2.0,DEBTCONSOLIDATION,D,10000,15.31,1,0.33,Y,4,Medium Income,0.333333333333333,Mid
24,52000,MORTGAGE,7.0,MEDICAL,C,5000,14.22,0,0.1,Y,3,Medium Income,0.0961538461538462,Experienced
25,45000,RENT,4.0,DEBTCONSOLIDATION,C,15000,,1,0.33,N,2,Medium Income,0.333333333333333,Mid
24,48000,MORTGAGE,4.0,MEDICAL,A,4000,5.42,0,0.08,N,4,Medium Income,0.0833333333333333,Mid
